"context","location","source","target"
"Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [D2D-16a]","TDP7-18","Keep the change. We’re sorry for bothering you.","Khỏi thối. Xin lỗi đã làm phiền cậu."
"No Sc, msc: Supernova, no sfx, Next: [TDN7-2]","TDN7-1","Romulus grits his teeth.","Romulus nghiến răng."
"Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDN7-3]","TDN7-2","Is this some kind of joke? We asked for Saturn dogs!","Giỡn mặt hả? Bọn này muốn ăn xúc xích mà! "
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-4]","TDN7-3","I know.","Tôi biết."
"Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [TDN7-5]","TDN7-4","Why give us this?","Thế sao đưa cái này?"
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-6]","TDN7-5","You’re already helping yourself to the shelves. Why don’t you get them yourself?","Làm tới đây rồi thì sao không tự chồm ra lấy luôn đi?"
"Sc: Romulus, msc: Supernova, sfx: Romulus_Short, Next: [TDN7-7]","TDN7-6","I--","Ta--"
"Sc: Remus, msc: Supernova, sfx: REMUS1, Next: [TDN7-8]","TDN7-7","Aww…I think they’re mad at us Rom. ","Ấy... chắc người ta giận mình ấy anh Rom. "
"Sc: Remus, msc: Supernova, sfx: REMUS2, Next: [TDN7-9]","TDN7-8","I told you we shouldn’t steal.","Em nói rồi, làm gì chứ đừng có đi ăn cướp."
"Sc: Romulus, msc: Supernova, sfx: ROMULUS1, Next: [TDN7-10]","TDN7-9","STOP TAKING ME AS A FOOL REM!","MÀY COI ANH LÀ TRÒ ĐÙA HẢ REM!"
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-11]","TDN7-10","Hey! He’s not taking you as a fool.","Ê này! Anh đâu phải chỉ là trò đùa trong mắt đứa em."
"No Sc, msc: Supernova, no sfx, Next: [TDN7-12]","TDN7-11","Romulus’ eyes shine with a hopeful look.","Ánh mắt Romulus sáng rực, nhìn tôi với vẻ trông chờ."
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN7-13]","TDN7-12","I’m taking you as a fool too.","Anh còn là trò đùa trong mắt tôi đấy."
"No Sc, msc: Supernova, no sfx, Next: [TDN7-14]","TDN7-13","Romulus drops the bag on the ground. He looks close to tears.","Romulus thả rơi chiếc túi trên sàn, hình như sắp bật khóc."
"Sc: Romulus, msc: Supernova, sfx: ROMULUS2, Next: [D2D-16a]","TDN7-14","Remus…lets just go.","Remus... mình đi thôi. "
"No Sc, msc: Supernova, sfx: Door_Chime,Door_Close, Next: [D2D-16]","D2D-16a","-door chimes and closes-","[chuông cửa rung lên, cửa đóng]"
"No Sc, msc: Supernova, no sfx, Next: [T8]","D2D-16","I reach for my phone. Cassiopeia’s not going to believe this.","Tôi với tay lấy điện thoại. Tiên Hậu chắc chắn sẽ rất bất ngờ."
"Sc: Dmi, on phone, msc: Supernova, sfx: Pocket_Swoosh_2, Next: [T9]","T8","Sorry i didnt get to you yet. I was getting robbed.","Xin lỗi vì nãy giờ chưa nhắn lại nha. Mới bị cướp."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [T10]","T9","WHAT?","HẢ?"
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [T11]","T10","chill they didnt take anything. They were two beastmen but they didnt seem to be following their own plan. ","bình tĩnh, không mất gì hết. Có hai ông nhân thú, nhưng mỗi ông một ý, cướp mà chẳng ra cướp. "
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [T12]","T11","I didnt care much it's not like it's my gas station. i Think i hurt their feelings.","Cái trạm xăng này cũng đâu phải của tớ. Nhưng bọn hắn chắc cũng hụt hẫng lắm. "
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [T13]","T12","u could say they were all bark and no bite.","đúng kiểu ""chó sủa là chó không cắn""."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [T14]","T13","did u just…ugh.","ê, ê nhaaaa."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [T15]","T14","im going to ignore that for my own sanity.","thôi, nghĩ nhiều quá đau đầu."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [D2D-17]","T15","like holy stars im so glad nothing happened. I dont even understand why u have to work there so close to doomsday…","trời ơi, cậu không sao là may rồi. Sắp chết cả rồi mà vẫn còn đi làm là sao..."
"No Sc, msc: Supernova, no sfx, Next: [D2D-18]","D2D-17","I could tell where she was getting at. A day before the supernova and I still had no means of getting any tickets for a space jump.","Tôi biết cậu ấy có ý gì. Còn một ngày nữa là vụ nổ sẽ đến, vậy mà tôi vẫn chưa tìm ra cách mua vé đi bước nhảy không gian."
"No Sc, msc: Supernova, no sfx, Next: [T16]","D2D-18","I drum my fingers on the desk and think of my next reply.","Tôi gõ tay lên bàn, nghĩ câu trả lời."
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [T17]","T16","Weird question but what if we just couldn’t talk anymore? ","Tớ hỏi cái này, lỡ có ngày mình không còn nói chuyện với nhau được nữa thì sao? "
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [TDP8-1,TDN8-1]","T17","what type of question is that :(","hỏi cái gì kì vậy :("
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [TDP8-1,TDN8-1]","T17-Option-1","Just curious…","Tò mò thôi..."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [TDP8-1,TDN8-1]","T17-Option-2","You ask me dumb questions all the time.","Lúc nào cũng hỏi mấy câu nghe chán đời vậy."
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [TDP8-2]","TDP8-1","its not every day people leave their planet in droves for the impending death of the sun.","đâu phải ngày nào cũng có hàng ngàn người di tản để trốn mặt trời."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [TDP8-3]","TDP8-2","Well I’d miss the hell out of you. ","Nếu vậy thì tớ nhớ cậu khủng khiếp lắm. "
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [TDP8-4]","TDP8-3","…Really?","...Thật không đấy?"
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [TDP8-5]","TDP8-4","Duh? What makes you think I check up on you all the time?","Ủa? Chứ tớ nhắn tin hỏi thăm cậu suốt chỉ để cho vui thôi à?"
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [TDP8-6]","TDP8-5","…I don’t know.","...Tớ không biết thiệt."
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [TDP8-7]","TDP8-6","I kind of feel like I’ve been dragging you down… with me being sad all the time.","Tớ thấy mình kéo tinh thần cậu xuống ấy... lúc nào tớ cũng buồn."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [TDP8-8]","TDP8-7","what? We all get sad. We’re together till the end. Nothing will ever change that.","Có sao đâu? Ai chẳng có lúc buồn. Tụi mình sẽ bên nhau đến cùng. Không một thứ gì có thể thay đổi điều ấy."
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [TDP8-9]","TDP8-8","Thank you. For always caring.","Cảm ơn vì đã lo cho tớ."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [TDP8-10a]","TDP8-9","Of course. I have to go :( I’m getting called away but I always have your back! ","Khách sáo quá. Thôi tớ đi nhé :( có chuyện gì thì tớ cũng sẽ nghĩ đến cậu! "
"No Sc, msc: Supernova, sfx: Door_Chime,Door_Open, Next: [TDP8-10]","TDP8-10a","-door opens and chimes-","[cửa mở, chuông cửa reo lên]"
"No Sc, msc: Supernova, no sfx, Next: [TDP8-11]","TDP8-10","I find myself smiling at my phone. I could’ve reread this line a couple hundred times.","Tôi cứ nhìn những dòng tin nhắn mà cười mãi. Bắt tôi đọc câu này cả ngàn lần cũng được."
"No Sc, msc: Supernova, sfx: KKILI1, Next: [DD2-7]","TDP8-11","That must be someone special you’re talking to.","Coi bộ người đó đặc biệt với cậu lắm hả."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [TDN8-2]","TDN8-1","...","..."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [TDN8-3]","TDN8-2","Wow that was harsh…","Nặng lời vậy..."
"No Sc, msc: Supernova, no sfx, Next: [TDN8-4]","TDN8-3","I panic. Crap would it be bad to backtrack? ","Tôi hoảng loạn. Giờ quay đầu còn kịp không trời? "
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [TDN8-5]","TDN8-4","Sorry, i didn’t mean that","Xin lỗi vì làm cậu giật mình."
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [TDN8-6]","TDN8-5","i don’t think ur questions are stupid.","cậu hỏi vậy có gì bất thường đâu."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [TDN8-7]","TDN8-6",":/ you’re a jerk sometimes. u know that?",":/ không nói được gì tốt đẹp thì có thể giữ im lặng mà, nhỉ?"
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [TDN8-8]","TDN8-7","Yeah…I can see that right now. I’m really sorry.","Ừ... tớ biết mình sai rồi. Xin lỗi cậu nhiều."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [TDN8-9]","TDN8-8","Well to answer your question. Even though you’re a grade A jerk sometimes.","Quay lại câu hỏi hồi nãy nhé. Dù có lúc cậu cư xử như tên khốn ấy."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [TDN8-10]","TDN8-9","I’d still miss seeing you.","Cậu mà không còn ở đây nữa, tớ vẫn nhớ cậu lắm."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [TDN8-11]","TDN8-10","I just wish you were a bit more honest with me.","Cậu không thể thật lòng với tớ hơn chút nữa sao?"
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [TDN8-12]","TDN8-11","What do you mean honest?","Thật lòng là sao?"
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [TDN8-13]","TDN8-12","I know thats not the real reason why you’re asking me that.","Tớ thừa biết cậu hỏi câu đó là có ý đồ gì khác."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [TDN8-14]","TDN8-13","I gotta go. I’ll talk to you later. Just stop acting so weird with me.","Thôi bận rồi. Tí nhắn lại. Cứ hành xử kiểu đó là tớ mệt lắm đấy."
"No Sc, msc: Supernova, no sfx, Next: [TDN8-14a]","TDN8-14","I groan to myself.","Tôi bực chính mình."
"No Sc, msc: Supernova, sfx: Door_Chime,Door_Open, Next: [TDN8-15]","TDN8-14a","-door opens and chimes-","[cửa mở, chuông cửa reo lên]"
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN8-16]","TDN8-15","Why did I say that? Out of every reason I could have given her?","Tại sao tôi phải nói ra những lời ấy, trong khi còn bao nhiêu cái cớ khác?"
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN8-17]","TDN8-16","Stupid! Stupid! Stupid!","Đồ ngu! Đồ ngu! Đồ ngu!"
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI1, Next: [DD2-7]","TDN8-17","It couldn’t be that stupid to be doing all that.","Cậu làm được tất thảy những điều ấy thì có gì đâu mà ngu?"
"Sc: Dmi, msc: Supernova, no sfx, Next: [DD2-8]","DD2-7","Whoa!","Hú hồn!"
"Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-19]","DD2-8","Sorry it’s slow today. So uh I’ve been on my phone a bit more. ","Xin lỗi quý khách. Nay tiệm vắng quá nên tôi cũng không biết làm gì. "
"No Sc, msc: Supernova, no sfx, Next: [D2D-20]","D2D-19","I take in the woman. From the ringlets across her body she seems to be a shapeshifter. ","Nhìn mấy cái vòng tròn trên cơ thể thì tôi đoán có thể cô ấy là Người Biến hình. "
"No Sc, msc: Supernova, no sfx, Next: [D2D-21]","D2D-20","Something feels awfully familiar about her like I’ve seen her somewhere before.","Nhưng mà có gì đó lạ lắm. Cảm giác như tôi đã từng thấy người này ở đâu rồi."
"No Sc, msc: Supernova, no sfx, Next: [KD1]","D2D-21","She doesn’t seem to notice the interest she has a knowing smile as her attention still seems on me and my phone. ","Có vẻ cô ấy không để ý lắm chuyện tôi bấm điện thoại trong giờ làm, mà quan tâm về chuyện giữa tôi và Tiên hơn.  "
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI2, Next: [DD2-9]","KD1","They must sound important to you. Just relax I’m sure you’re lovely to speak to. ","Chắc người đó quan trọng với cậu lắm. Tôi nghĩ tính cậu dịu dàng nên chắc sẽ ổn thôi. "
"Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-22]","DD2-9","It depends on the day.","Cái đó thì cũng tùy ngày."
"No Sc, msc: Supernova, no sfx, Next: [KD2]","D2D-22","She laughs.","Cô ấy bật cười."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI3, Next: [D2D-23]","KD2","Hit me with it. What’s got you stressed?","Nói tôi nghe coi. Vấn đề của cậu là gì?"
"No Sc, msc: Supernova, no sfx, Next: [D2D-24]","D2D-23","I think for a second. Do I actually want to just spill my guts out to this complete stranger?","Tôi suy nghĩ một hồi... Mình có nên tâm sự với một người lạ hoắc lạ huơ không trời?"
"No Sc, msc: Supernova, no sfx, Next: [D2D-25]","D2D-24","…","..."
"No Sc, msc: Supernova, no sfx, Next: [DD2-10]","D2D-25","Actually yeah. I can’t pay for a therapist anyways. Why not. ","Thôi đại đi. Dù sao mình cũng đâu có tiền đi gặp bác sĩ tâm lý. "
"Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-26]","DD2-10","I don’t know how to tell her I don’t qualify for a space jump so I’m going to be stuck here.","Tôi vẫn chưa nói với cô ấy là tôi bị mắc kẹt ở đây vì không đủ điều kiện để nhảy không gian.  "
"No Sc, msc: Supernova, no sfx, Next: [DD2-11]","D2D-26","The not-therapist nods as she listens to me.","Cô ấy gật đầu như hiểu được nỗi lòng của tôi."
"Sc: Dmi, msc: Supernova, no sfx, Next: [KD3]","DD2-11","I’ve been trying to just carry on but I think she knows something is wrong. ","Tôi cứ giả vờ như chẳng có chuyện gì. Nhưng hình như cô ấy bắt đầu để ý rồi. "
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI2, Next: [D2D-27]","KD3","Well you’re going to traumatize the stars outta her when she finds out you’re gonna be space dust and you never warned her. ","Chà. Nếu cậu không nói cho cô ấy biết thì tới lúc phát hiện ra cậu chỉ còn là cát bụi kiểu gì cô ấy cũng bi sang chấn cho mà coi.  "
"No Sc, msc: Supernova, no sfx, Next: [D2D-28]","D2D-27","I choke. When she puts it that way…","Nghe vậy tôi có chút nghẹn trong lòng."
"No Sc, msc: Supernova, no sfx, Next: [DD2-12]","D2D-28","I try to search for a way to back out despite this being my fault we’re having this very personal conversation at a gas station counter.","Tôi nhanh chóng đổi chủ đề (mặc dù đây hoàn toàn là lỗi của tôi khi đem chuyện cá nhân ra tâm sự với một người lạ không quen không biết)."
"Sc: Dmi, msc: Supernova, no sfx, Next: [KD4]","DD2-12","Is there something in particular you’re looking for or…? ","Quý khách có muốn mua gì không ạ? Hay là... "
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI1, Next: [D2D-29]","KD4","I see what you’re doing here.","Đang cố đánh trống lãng đó hả."
"No Sc, msc: Supernova, no sfx, Next: [KD5]","D2D-29","She plays along though.","Nhưng cô ấy vẫn bỏ qua."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI3, Next: [KD6]","KD5","I’ll put 900 luncos on pump 5.","Cho tôi 900 nguyệt tệ tiền xăng đi."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI2, Next: [D2D-30]","KD6","And are any of those behind you good? Looking to get something for my wife back on our ship.","Đống snack sau lưng cậu có loại nào ngon không? Tôi tính mua gì đó cho cô vợ đang ngồi đợi ở trên tàu."
"No Sc, msc: Supernova, no sfx, Next: [DD2-13]","D2D-30","She points to the hot food machines behind me and I shrug.","Cô ấy chỉ thẳng vào chỗ đồ ăn sau quầy, làm tôi có chút giật mình."
"Sc: Dmi, msc: Supernova, no sfx, Next: [DD2-14]","DD2-13","Nothing to write home about but I think they’re pretty good. ","Mấy loại này thì không có gì đặc biệt, nhưng tôi thấy cũng ngon. "
"Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-31]","DD2-14","Especially if you’re hungry.","Đặc biệt nếu cô đang đói."
"No Sc, msc: Supernova, no sfx, Next: [KD7]","D2D-31","She lets out a hearty laugh.","Cô ấy bật cười đến tít cả mắt."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI1, Next: [KD8]","KD7","Oh man. I know that feeling when food is good just cuz you haven’t had anything. ","Trời ơi. Nhớ cái cảm giác khi bụng cậu đói meo thì dù cậu có ăn gì cậu cũng thấy ngon. "
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI3, Next: [KD8b]","KD8","Something with a good crunch to it seems like something my wife would like.","Vậy lấy cho tôi loại nào đó giòn giòn xíu đi. Vợ tôi bả khoái mấy món đó lắm."
"No Sc, msc: Supernova, no sfx, Next: [TDP9-1,TDN9-1]","KD8b","Select an item in the shop","Hãy chọn một vật phẩm trong tiệm"
"No Sc, msc: Supernova, no sfx, Next: [TDP9-1,TDN9-1]","KD8b-Option-1","","KD8b-Option-1
"
"No Sc, msc: Supernova, no sfx, Next: [TDP9-1,TDN9-1]KD8b-Option-2","KD8b-Option-2","","KD8b-Option-2
"
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI2, Next: [TDP9-2]","TDP9-1","What are these called again? M’Ghooni Nachos?","Quên mất tên cái này rồi. Bánh nachos M’Ghooni hả?"
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDP9-3]","TDP9-2","It's got a little kick to it. If your wife likes spice I’m sure she’d be into it.","Vị của nó hơi nồng. Nhưng nếu vợ cô thích ăn cay thì tôi nghĩ cô ấy sẽ thích."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI3, Next: [TDP9-4]","TDP9-3","I’m Martian. I can handle more than a little kick.","Xời, tụi tôi là người Sao Hỏa mà. Ba cái này nhằm nhò gì."
"No Sc, msc: Supernova, no sfx, Next: [TDP9-5]","TDP9-4","The alleged shapeshifter lifts up a chip and chomps down on it.","Cô ấy bóc một miếng bim bim bỏ vào trong miệng và nhai nhồm nhoàm."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI2, Next: [TDP9-6]","TDP9-5","Oh! That's a pretty solid nacho.","Trời. Nhai cũng đã miệng đó ha."
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDP9-7]","TDP9-6","Yeah my friend would usually call me to bring some back with me back when we were roommates. ","Ừa, hồi còn ở chung phòng bạn tôi hay nhờ tôi lén gom mấy bịch về để ăn cho đỡ buồn miệng. "
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI1, Next: [TDP9-8]","TDP9-7","They’ve got good taste. Can you get one for me too?","Vị này cũng ngon đó. Lấy cho tôi thêm bịch nữa được không?"
"No Sc, msc: Supernova, no sfx, Next: [D2D-32]","TDP9-8","I nod as I go over to the machine and get out a second batch of M’Ghooni Nachos.","Tôi gật đầu và bước lại máy đựng thức ăn để lấy thêm một bịch nachos M’Ghooni."
"No Sc, msc: Supernova, no sfx, Next: [TDN9-2]","TDN9-1","K’Kili inspects the food presented to her.","K'Kili ngắm nghía đống đồ ăn tôi mới đưa cho cổ."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI1, Next: [TDN9-3]","TDN9-2","Hmm I don’t mean to be rude kid but I don’t think she’s going to like this. ","Hừmm. Không có ý gì đâu, nhưng mà chắc là vợ tôi sẽ không thích thứ này. "
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI2, Next: [TDN9-4]","TDN9-3","I wouldn’t really call this crunchy either.","Với lại nhìn nó cũng có vẻ không giòn lắm."
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN9-5]","TDN9-4","You sure she might not like this better?","Cô có chắc là cổ không thích món này chứ?"
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI3, Next: [TDN9-6]","TDN9-5","Pretty sure I’d know what she likes best.","Xời. Chẳng ai trên đời hiểu cô ấy hơn tôi đâu."
"No Sc, msc: Supernova, no sfx, Next: [TDN9-7]","TDN9-6","I sigh. Seems my gas station munchies intuition failed me today.","Tôi bèn thở dài. Trực giác chọn món của tôi hôm nay có vấn đề gì rồi."
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDN9-8]","TDN9-7","Sorry bout that.","Xin lỗi nhiều nha."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI1, Next: [D2D-32]","TDN9-8","It's fine. I’ll take the gas at least.","Không sao. Vậy đổ xăng thôi cũng được."
"No Sc, msc: Supernova, no sfx, Next: [KD9]","D2D-32","The woman grabs her wallet in her pocket.","K'Kili móc cái ví từ trong túi của cô ấy ra."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI2, Next: [DD2-15]","KD9","You take cards don’t you? Or did that stop for Doomsday?","Vẫn quẹt thẻ được chứ hả? Hay là do sắp tận thế nên dẹp rồi?"
"Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-33]","DD2-15","Nothing stops at Cosmic Fuel for Doomsday.","Vậy chứ sắp tận thế mà tôi cũng có nghỉ làm đâu."
"No Sc, msc: Supernova, no sfx, Next: [D2D-34]","D2D-33","The woman cooly passes a card to me. I grab for it and freeze as I realize she passed me an ID.","Sau khi cầm lấy chiếc thẻ mà cô ấy đưa, tôi đột nhiên khựng lại khi nhận ra đó là thẻ công dân."
"No Sc, msc: Supernova, no sfx, Next: [D2D-35]","D2D-34","The name is one I remember very well as it was all over the Martian news. ","Trước mắt tôi là cái tên từng làm rúng động một thời trên đài truyền hình Sao Hỏa. "
"No Sc, msc: Supernova, no sfx, Next: [KD10]","D2D-35","Holy crap. This woman is like… an urban legend on Mars.","Thánh thần ơi! Người này là kiểu truyền thuyết đô thị luôn đó."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKili_Short, Next: [D2D-36]","KD10","Did my card decline?","Thẻ bị từ chối hay sao?"
"No Sc, msc: Supernova, no sfx, Next: [KD11]","D2D-36","All six of her eyes widen as she realizes her debit card isn’t in my hand and she snatches it.","Sáu con mắt của cô ấy liền hoảng hốt khi cổ nhận ra thứ tôi cầm trên tay không phải là thẻ tín dụng."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKili_Short, Next: [D2D-37]","KD11","Wrong card! Wrong card!","Chết! Lộn thẻ! Lộn thẻ!"
"No Sc, msc: Supernova, no sfx, Next: [D2D-38]","D2D-37","K’Kili passes me the right card.","Cô ấy giật lấy rồi đưa tôi cái thẻ khác."
"No Sc, msc: Supernova, no sfx, Next: [KD12]","D2D-38","We sit in awkward silence.","Sau đó thì sượng khỏi nói."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI1, Next: [KD12b]","KD12","Are you going to ring me up or…?","Cậu có tính báo cảnh sát không hay là..."
"No Sc, msc: Supernova, sfx: CashRegister, Next: [DD2-16]","KD12b","-cash register noise-","[tiếng máy thu ngân]"
"Sc: Dmi, msc: Supernova, no sfx, Next: [DD2-17]","DD2-16","Eh I work at a gas station. I’m sure I’ve probably served someone with jaded pasts tons of times before. ","À... Tôi làm việc ở trạm xăng nên chắc cũng vô tình gặp những vị khách có quá khứ không mấy tốt đẹp trước đây rồi. "
"Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-39]","DD2-17","You’re not going to throw me in the nearest black hole and take my place aren’t you?","Vậy chứ cô không tính ném tôi vào cái hố đen nào đó gần đây để bịt miệng tôi hả?"
"No Sc, msc: Supernova, no sfx, Next: [KD13]","D2D-39","K’Kili laughs.","Cô ấy bật cười."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI3, Next: [DD2-18]","KD13","Not at all. I didn’t really use my powers like that. I can’t really shapeshift anymore anyways.","Làm gì có. Tôi không có dùng sức mạnh để làm mấy chuyện đó đâu, mà có muốn cũng không được."
"Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-40]","DD2-18","Oh?","Hả?"
"No Sc, msc: Supernova, no sfx, Next: [KD14]","D2D-40","She points to her antenna.","Cô ấy chỉ vào ăng-ten trên đầu."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI2, Next: [KD15]","KD14","My antenna is a little bent. So I can’t really do that anymore. ","Ăng-ten của tôi bị hư từ lâu rồi nên không biến hình được nữa. "
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI1, Next: [D2D-41]","KD15","I felt like my world was falling apart when it first happened but my wife has been so supportive. I mean I got injured trying to help her in the first place. ","Lúc chuyện mới xảy ra thì tôi cũng suy sụp dữ lắm. Cũng may mà có vợ tôi ở đó giúp tôi vượt qua cú sốc, mặc dù ngay từ đầu tôi bị thương là do giúp đỡ cô ấy.  "
"No Sc, msc: Supernova, no sfx, Next: [KD16]","D2D-41","K’Kili lifts up her hand to show her ring. I can see the admiration and pride coming from her.","K'Kili giơ bàn tay lên để cho tôi thấy cái nhẫn cưới. Tôi có thể cảm nhận rõ niềm tự hào của cô ấy."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI3, Next: [DD2-19]","KD16","My wife means everything to me. A part of me is happy we can get away and start new somewhere else.","Vợ tôi là tất cả những gì mà tôi có. Tôi thấy rất biết ơn vì chúng tôi có thể chạy trốn và bắt đầu một cuộc sống mới."
"Sc: Dmi, msc: Supernova, no sfx, Next: [KD17]","DD2-19","Wow…she sounds so lucky to have you.","Wow. Chắc cô ấy may mắn lắm mới có được cô."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKili_Short, Next: [D2D-42]","KD17","I’m the lucky one.","Phải là tôi mới đúng."
"No Sc, msc: Supernova, no sfx, Next: [KD18]","D2D-42","K’Kili reaches over and places a hand on my shoulder. She has a strong grip. She probably could pull me over the counter like this.","K'Kili bỗng nhiên đặt tay lên vai tôi. Lực nắm của cô ấy mạnh thiệt. Nhiều khi cô ấy nắm đầu tôi rồi quay mòng mòng còn được ấy chứ."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI1, Next: [KD19]","KD18","Listen kid. You don’t know me and I don’t know you too well but I feel like I should tell you… ","Nghe nè, cái người chưa trải sự đời. Dù chúng ta không hề biết nhau, nhưng tôi nghĩ cậu cần nên biết. "
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI2, Next: [KD20]","KD19","I don’t really know what your baggage is with whoever you’re talking to but be honest. I can tell they mean a lot to you. ","Tôi không biết cậu đang có chuyện gì với cái người mà cậu nhắn tin khi nãy, nhưng tôi dám cá là người đó quan trọng với cậu lắm. "
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI3, Next: [DD2-20]","KD20","I need you to really think about what they mean to you. Don’t you want to see them?","Tôi muốn cậu suy nghĩ thật kỹ về tương lai. Bộ cậu không muốn gặp người ấy lần nữa sao?"
"Sc: Dmi, msc: Supernova, no sfx, Next: [D2D-43]","DD2-20","I…can’t anyways… It's too late.","Tôi... không thể... Đã quá trễ rồi."
"No Sc, msc: Supernova, no sfx, Next: [KD21]","D2D-43","K’Kili lets go of my shoulder.","K'Kili buông tay khỏi người tôi."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI1, Next: [DD2-21]","KD21","I know… Just talk to them.","Chỉ là... nói chuyện với cậu ấy đi."
